Name,Party,gid
Bob Stewart,Conservative,overseas-territories
Andrew Rosindell,Conservative,pacific-islands
Mr Roger Godsiff,Labour,pacific-islands
Baroness Hooper,Conservative,pacific-islands
Lord Balfe,Conservative,pacific-islands
Ian Paisley,Democratic Unionist Party,pacific-islands
Angus Brendan MacNeil,Scottish National Party,pacific-islands
Lord Jones of Cheltenham,Liberal Democrat,pacific-islands
Rehman Chishti,Conservative,pakistan
Andrew Stephenson,Conservative,pakistan
Lord Ahmed,Non-affiliated,pakistan
Yasmin Qureshi,Labour,pakistan
Richard Burden,Labour,palestine
Baroness Morris of Bolton,Conservative,palestine
Lord Steel of Aikwood,Liberal Democrat,palestine
Andy Slaughter,Labour,palestine
Debbie Abrahams,Labour,palestine
Lord Kilclooney,Crossbench,palestine
Imran Hussain,Labour,palestine
Yasmin Qureshi,Labour,palestine
Tommy Sheppard,Scottish National Party,palestine
Cat Smith,Labour,palestine
Baroness Tonge,Non-affiliated,palestine
Sir David Amess,Conservative,philippines
Mark Pritchard,Conservative,philippines
Lord Rogan,Ulster Unionist Party,philippines
Mr Roger Godsiff,Labour,philippines
Rosie Cooper,Labour,philippines
Mr Stewart Jackson,Conservative,philippines
Lord Dholakia,Liberal Democrat,philippines
Andrew Rosindell,Conservative,pitcairn-islands
Mrs Sheryll Murray,Conservative,pitcairn-islands
Lord Jones of Cheltenham,Liberal Democrat,pitcairn-islands
Lord Balfe,Conservative,pitcairn-islands
Baroness Hooper,Conservative,pitcairn-islands
Lord Kilclooney,Crossbench,pitcairn-islands
Fabian Hamilton,Labour,pitcairn-islands
Daniel Kawczynski,Conservative,poland
Paula Sherriff,Labour,poland
Gavin Robinson,Democratic Unionist Party,poland
Stephen Pound,Labour,poland
James Gray,Conservative,polar-regions-arctic-and-antarctic
Lord Hunt of Chesterton,Labour,polar-regions-arctic-and-antarctic
Sir David Amess,Conservative,polar-regions-arctic-and-antarctic
Steven Paterson,Scottish National Party,polar-regions-arctic-and-antarctic
Mr Mark Prisk,Conservative,polar-regions-arctic-and-antarctic
Mr Gavin Shuker,Labour (Co-op),polar-regions-arctic-and-antarctic
Mrs Anne-Marie Trevelyan,Conservative,polar-regions-arctic-and-antarctic
Lord Haworth,Labour,polar-regions-arctic-and-antarctic
Baroness Jay of Paddington,Labour,polar-regions-arctic-and-antarctic
Baroness Neville-Jones,Conservative,polar-regions-arctic-and-antarctic
Stephen Hammond,Conservative,portugal
Lord Dubs,Labour,portugal
Tim Loughton,Conservative,portugal
Lord Liddle,Labour,portugal
Mr Alistair Carmichael,Liberal Democrat,qatar
Baroness Morris of Bolton,Conservative,qatar
Mark Tami,Labour,qatar
Lord Kilclooney,Crossbench,qatar
Baroness Uddin,Non-affiliated,qatar
Lord Redesdale,Liberal Democrat,qatar
Lord Ahmed,Non-affiliated,qatar
Lord Sheikh,Conservative,qatar
Bob Blackman,Conservative,romania
Lord Davies of Stamford,Labour,romania
Michael Tomlinson,Conservative,romania
Drew Hendry,Scottish National Party,romania
Lord Dykes,Crossbench,romania
Lord Bowness,Conservative,romania
Carol Monaghan,Scottish National Party,romania
Sir Edward Leigh,Conservative,russia
Stephen Pound,Labour,russia
Andrea Jenkyns,Conservative,russia
Baroness Smith of Gilmorehill,Labour,russia
Daniel Kawczynski,Conservative,russia
Martin Docherty-Hughes,Scottish National Party,russia
Lord Kilclooney,Crossbench,russia
Jack Lopresti,Conservative,russia
Charlotte Leslie,Conservative,saudi-arabia
Mr Kevan Jones,Labour,saudi-arabia
Daniel Kawczynski,Conservative,saudi-arabia
Mark Menzies,Conservative,saudi-arabia
Lord Rogan,Ulster Unionist Party,saudi-arabia
Paul Scully,Conservative,saudi-arabia
Karen Lumley,Conservative,serbia
Lord Dubs,Labour,serbia
Stuart Andrew,Conservative,serbia
Stephen Gethins,Scottish National Party,serbia
John Spellar,Labour,singapore
Mr Graham Brady,Conservative,singapore
Mrs Sharon Hodgson,Labour,singapore
Lord Naseby,Conservative,singapore
Jim Fitzpatrick,Labour,singapore
Mr Mark Hendrick,Labour (Co-op),singapore
Lord Rogan,Ulster Unionist Party,singapore
Michael Tomlinson,Conservative,singapore
Stephen Timms,Labour,singapore
Mr Roger Godsiff,Labour,singapore
Sir Alan Haselhurst,Conservative,singapore
Paul Farrelly,Labour,slovenia
Karl McCartney,Conservative,slovenia
Lord Dubs,Labour,slovenia
Helen Jones,Labour,slovenia
Mike Gapes,Labour (Co-op),slovenia
Mrs Sheryll Murray,Conservative,slovenia
Mr Clive Betts,Labour,somaliland
Stephen Doughty,Labour (Co-op),somaliland
Baroness Hodgson of Abinger,Conservative,somaliland
Thangam Debbonaire,Labour,somaliland
Mr Roger Godsiff,Labour,south-africa
Chris Stephens,Scottish National Party,south-africa
Lord German,Liberal Democrat,south-africa
Lord Chidgey,Liberal Democrat,south-africa
Chi Onwurah,Labour,south-africa
Lord St John of Bletso,Crossbench,south-africa
Ian Lavery,Labour,south-africa
Mark Pritchard,Conservative,south-africa
John Spellar,Labour,south-africa
Lord Anderson of Swansea,Labour,south-africa
Lord Kilclooney,Crossbench,south-africa
Lord Hughes of Woodside,Labour,south-africa
Robert Flello,Labour,spain
Sir Greg Knight,Conservative,spain
Lord Brennan,Labour,spain
Lord Dykes,Crossbench,spain
Lord Balfe,Conservative,spain
Mr Ranil Jayawardena,Conservative,sri-lanka
Ann Clwyd,Labour,sri-lanka
Ian Paisley,Democratic Unionist Party,sri-lanka
Lord Naseby,Conservative,sri-lanka
Lord Rogan,Ulster Unionist Party,sri-lanka
Christian Matheson,Labour,sri-lanka
Mr Andrew Mitchell,Conservative,st-helena
Mr Andrew Smith,Labour,st-helena
Lord Jones of Cheltenham,Liberal Democrat,st-helena
Lord Shutt of Greetland,Liberal Democrat,st-helena
Andrew Rosindell,Conservative,st-helena
Baroness Hooper,Conservative,st-helena
Yasmin Qureshi,Labour,sudan
Lord Sheikh,Conservative,sudan
Lord Ahmed,Non-affiliated,sudan
Mary Glindon,Labour,sudan
Baroness Hussein-Ece,Liberal Democrat,sudan
Lord Hussain,Liberal Democrat,sudan
Baroness Uddin,Non-affiliated,sudan
Paul Scully,Conservative,sudan
Lord Tope,Liberal Democrat,sudan
Baroness Tonge,Non-affiliated,sudan
Gareth Thomas,Labour (Co-op),sudan
Mark Durkan,Social Democratic & Labour Party,sudan-and-south-sudan
Lord Chidgey,Liberal Democrat,sudan-and-south-sudan
Baroness Kinnock of Holyhead,Labour,sudan-and-south-sudan
Baroness Cox,Crossbench,sudan-and-south-sudan
Mark Pritchard,Conservative,sudan-and-south-sudan
Patrick Grady,Scottish National Party,sudan-and-south-sudan
Sir Henry Bellingham,Conservative,sudan-and-south-sudan
Stephen Doughty,Labour (Co-op),sudan-and-south-sudan
Earl of Sandwich,Crossbench,sudan-and-south-sudan
Lord Alton of Liverpool,Crossbench,sudan-and-south-sudan
David Mackintosh,Conservative,sweden
Baroness Maddock,Liberal Democrat,sweden
Kelvin Hopkins,Labour,sweden
Mr Mark Prisk,Conservative,sweden
Nic Dakin,Labour,sweden
Angus Brendan MacNeil,Scottish National Party,sweden
Viscount Craigavon,Crossbench,sweden
Andrew Rosindell,Conservative,switzerland
Dame Caroline Spelman,Conservative,switzerland
Lord Davies of Stamford,Labour,switzerland
Lord Kilclooney,Crossbench,switzerland
Angus Brendan MacNeil,Scottish National Party,switzerland
Henry Smith,Conservative,switzerland
Baroness Hooper,Conservative,switzerland
Mark Menzies,Conservative,switzerland
Tim Loughton,Conservative,switzerland
Mr Roger Godsiff,Labour,syria
Lord Balfe,Conservative,syria
Baroness Uddin,Non-affiliated,syria
Lord Dubs,Labour,syria
Lord Kilclooney,Crossbench,syria
Sir David Amess,Conservative,syria
Dr Paul Monaghan,Scottish National Party,syria
Mr Nigel Evans,Conservative,taiwan
Lord Steel of Aikwood,Liberal Democrat,taiwan
Lord Dholakia,Liberal Democrat,taiwan
Lord Rogan,Ulster Unionist Party,taiwan
Baroness Howells of St Davids,Labour,taiwan
Baroness Gale,Labour,taiwan
David Morris,Conservative,taiwan
Sarah Champion,Labour,taiwan
Mr Roger Godsiff,Labour,taiwan
Angus Brendan MacNeil,Scottish National Party,taiwan
Ian Paisley,Democratic Unionist Party,taiwan
Albert Owen,Labour,taiwan
Bob Stewart,Conservative,taiwan
Dr Lisa Cameron,Scottish National Party,taiwan
Andrew Rosindell,Conservative,taiwan
Ian C. Lucas,Labour,taiwan
Mrs Sheryll Murray,Conservative,taiwan
Nigel Mills,Conservative,tajikstan
Baroness Stern,Crossbench,tajikstan
Dr Paul Monaghan,Scottish National Party,tajikstan
Lord Kilclooney,Crossbench,tajikstan
John Mann,Labour,tajikstan
Jeremy Lefroy,Conservative,tanzania
Pauline Latham,Conservative,tanzania
Wendy Morton,Conservative,tanzania
Stephen Twigg,Labour (Co-op),tanzania
Mr Roger Godsiff,Labour,thailand
Mr Graham Brady,Conservative,thailand
Geraint Davies,Labour (Co-op),thailand
Mr Mark Hendrick,Labour (Co-op),thailand
John Spellar,Labour,thailand
Dr Paul Monaghan,Scottish National Party,thailand
Tim Loughton,Conservative,tibet
Lord Alton of Liverpool,Crossbench,tibet
Nic Dakin,Labour,tibet
Kate Hoey,Labour,tibet
Mark Pritchard,Conservative,tibet
Lord Steel of Aikwood,Liberal Democrat,tibet
Chris Law,Scottish National Party,tibet
David Mackintosh,Conservative,tibet
Catherine West,Labour,tibet
Mrs Madeleine Moon,Labour,turkey
Lord Ahmed,Non-affiliated,turkey
Lord Balfe,Conservative,turkey
Lord Clement-Jones,Liberal Democrat,turkey
Baroness Hussein-Ece,Liberal Democrat,turkey
Lord Rogan,Ulster Unionist Party,turkey
Viscount Waverley,Crossbench,turkey
John Spellar,Labour,turkey
Lord Dykes,Crossbench,turkey
Lord Kilclooney,Crossbench,turkey
Nigel Mills,Conservative,turkmenistan
John Mann,Labour,turkmenistan
Lord Kilclooney,Crossbench,turkmenistan
Bob Stewart,Conservative,turkmenistan
Sir William Cash,Conservative,uganda
Lord Sheikh,Conservative,uganda
Lord Alton of Liverpool,Crossbench,uganda
Lord Steel of Aikwood,Liberal Democrat,uganda
Lord Jones of Cheltenham,Liberal Democrat,uganda
Mr Laurence Robertson,Conservative,uganda
Kelvin Hopkins,Labour,uganda
Sir Gerald Howarth,Conservative,ukraine
Lord Davies of Stamford,Labour,ukraine
Mr Jonathan Djanogly,Conservative,ukraine
Earl of Oxford and Asquith,Liberal Democrat,ukraine
Helen Goodman,Labour,ukraine
Stephen Pound,Labour,ukraine
Lord Risby,Conservative,ukraine
Alistair Burt,Conservative,united-arab-emirates
Mr Kevan Jones,Labour,united-arab-emirates
Ms Tasmina Ahmed-Sheikh,Scottish National Party,united-arab-emirates
Lord Kilclooney,Crossbench,united-arab-emirates
Andrew Bridgen,Conservative,uzbekistan
Baroness Warsi,Conservative,uzbekistan
Mr Khalid Mahmood,Labour,uzbekistan
Lord Bowness,Conservative,uzbekistan
Lord Sheikh,Conservative,uzbekistan
Baroness Stern,Crossbench,uzbekistan
Wayne David,Labour,vietnam
Mark Field,Conservative,vietnam
Mark Pritchard,Conservative,vietnam
Mr Mark Hendrick,Labour (Co-op),vietnam
Mr Roger Godsiff,Labour,vietnam
Mr Ian Liddell-Grainger,Conservative,vietnam
Jim Dowd,Labour,vietnam
Mr Andrew Smith,Labour,west-papua
Dr Alan Whitehead,Labour,west-papua
Lord Deben,Conservative,west-papua
Lord Harries of Pentregarth,Crossbench,west-papua
Caroline Lucas,Green Party,west-papua
John Howell,Conservative,west-papua
Lord Kilclooney,Crossbench,west-papua
Mr Mark Williams,Liberal Democrat,western-sahara
Sir Peter Bottomley,Conservative,western-sahara
Alan Brown,Scottish National Party,western-sahara
Paul Flynn,Labour,western-sahara
Keith Vaz,Labour,yemen
Edward Argar,Conservative,yemen
Alison Thewliss,Scottish National Party,yemen
Mrs Flick Drummond,Conservative,yemen
Kate Hoey,Labour,zimbabwe
Oliver Colvile,Conservative,zimbabwe
Lord Chidgey,Liberal Democrat,zimbabwe
Lord Hughes of Woodside,Labour,zimbabwe
Lord Oates,Liberal Democrat,zimbabwe
Stephen Twigg,Labour (Co-op),14-19-education
Ben Howlett,Conservative,14-19-education
Lord Knight of Weymouth,Labour,14-19-education
Tom Tugendhat,Conservative,14-19-education
Rushanara Ali,Labour,14-19-education
Jack Lopresti,Conservative,22q11-syndrome
Andrea Jenkyns,Conservative,22q11-syndrome
Alistair Burt,Conservative,22q11-syndrome
Ms Gisela Stuart,Labour,22q11-syndrome
Mrs Emma Lewell-Buck,Labour,abused-and-neglected-children
Tim Loughton,Conservative,abused-and-neglected-children
Mr Mark Williams,Liberal Democrat,abused-and-neglected-children
Ann Coffey,Labour,abused-and-neglected-children
Chi Onwurah,Labour,adult-education
Baroness Garden of Frognal,Liberal Democrat,adult-education
Sir Peter Bottomley,Conservative,adult-education
Dr Roberta Blackman-Woods,Labour,adult-education
Baroness Smith of Newnham,Liberal Democrat,adult-education
Mr David Lammy,Labour,adult-education
Christian Matheson,Labour,aerospace
Mr Steve Baker,Conservative,aerospace
Ian C. Lucas,Labour,aerospace
Lord Empey,Ulster Unionist Party,aerospace
Andrew Stephenson,Conservative,aerospace
Dr Philippa Whitford,Scottish National Party,aerospace
Drew Hendry,Scottish National Party,aerospace
Lord Jones,Labour,aerospace
Justin Madders,Labour,aerospace
Sir Gerald Howarth,Conservative,aerospace
Nusrat Ghani,Conservative,ageing-and-older-people
Barbara Keeley,Labour,ageing-and-older-people
Baroness Greengross,Crossbench,ageing-and-older-people
Rachael Maskell,Labour (Co-op),ageing-and-older-people
Baroness Jolly,Liberal Democrat,ageing-and-older-people
Jeremy Lefroy,Conservative,agriculture-and-food-for-development
Lord Cameron of Dillington,Crossbench,agriculture-and-food-for-development
Lord Chidgey,Liberal Democrat,agriculture-and-food-for-development
Lord Boateng,Labour,agriculture-and-food-for-development
Countess of Mar,Crossbench,agriculture-and-food-for-development
Mark Durkan,Social Democratic & Labour Party,agriculture-and-food-for-development
Pauline Latham,Conservative,agriculture-and-food-for-development
Kerry McCarthy,Labour,agroecology-for-sustainable-food-and-farming
Baroness Miller of Chilthorne Domer,Liberal Democrat,agroecology-for-sustainable-food-and-farming
Daniel Zeichner,Labour,agroecology-for-sustainable-food-and-farming
Baroness Jenkin of Kennington,Conservative,agroecology-for-sustainable-food-and-farming
Jeremy Lefroy,Conservative,agroecology-for-sustainable-food-and-farming
Countess of Mar,Crossbench,agroecology-for-sustainable-food-and-farming
Baroness Young of Old Scone,Labour,agroecology-for-sustainable-food-and-farming
Siobhain McDonagh,Labour,ahmadiyya-muslim-community
Paul Scully,Conservative,ahmadiyya-muslim-community
Lord Tope,Liberal Democrat,ahmadiyya-muslim-community
Margaret Ferrier,Scottish National Party,ahmadiyya-muslim-community
Tom Brake,Liberal Democrat,ahmadiyya-muslim-community
Mr Virendra Sharma,Labour,ahmadiyya-muslim-community
Jim Fitzpatrick,Labour,air-ambulances
Melanie Onn,Labour,air-ambulances
Mark Durkan,Social Democratic & Labour Party,air-ambulances
Mr Jonathan Djanogly,Conservative,air-ambulances
Rushanara Ali,Labour,air-ambulances
Mr Nigel Evans,Conservative,air-ambulances
Lord Soley,Labour,air-ambulances
Matthew Pennycook,Labour,air-pollution
Dr Dan Poulter,Conservative,air-pollution
Helen Hayes,Labour,air-pollution
Baroness Sheehan,Liberal Democrat,air-pollution
Geraint Davies,Labour (Co-op),air-pollution
Ms Karen Buck,Labour,air-pollution
Fiona Bruce,Conservative,alcohol-harm
Lord Brooke of Alverthorpe,Labour,alcohol-harm
Baroness Hayter of Kentish Town,Labour,alcohol-harm
Baroness Finlay of Llandaff,Crossbench,alcohol-harm
Dr Lisa Cameron,Scottish National Party,alcohol-harm
Baroness Watkins of Tavistock,Crossbench,alcohol-harm
Joan Ryan,Labour,alevis
Kate Osamor,Labour (Co-op),alevis
Mr David Burrowes,Conservative,alevis
Meg Hillier,Labour (Co-op),alevis
Dame Rosie Winterton,Labour,alevis
Lord Hussain,Liberal Democrat,alevis
Stephen McPartland,Conservative,allergy
Baroness Finlay of Llandaff,Crossbench,allergy
Jon Cruddas,Labour,allergy
Baroness Healy of Primrose Hill,Labour,allergy
Viscount Simon,Labour,allergy
Holly Lynch,Labour,almshouses
Mark Field,Conservative,almshouses
Will Quince,Conservative,almshouses
Simon Hoare,Conservative,almshouses
Jess Phillips,Labour,almshouses
John Howell,Conservative,alternative-dispute-resolution
Christina Rees,Labour (Co-op),alternative-dispute-resolution
Robert Neill,Conservative,alternative-dispute-resolution
George Kerevan,Scottish National Party,alternative-dispute-resolution
Nick Thomas-Symonds,Labour,alternative-dispute-resolution
Jeff Smith,Labour,alternative-dispute-resolution
Alberto Costa,Conservative,alternative-dispute-resolution
Chris Evans,Labour (Co-op),alternative-investment-management
Mr Mark Harper,Conservative,alternative-investment-management
Lord Fink,Conservative,alternative-investment-management
Geraint Davies,Labour (Co-op),alternative-investment-management
Amanda Milling,Conservative,alternative-investment-management
Julian Knight,Conservative,alternative-lending
Chris Leslie,Labour (Co-op),alternative-lending
Robert Jenrick,Conservative,alternative-lending
Lord Flight,Conservative,alternative-lending
Lord Sharkey,Liberal Democrat,alternative-lending
Chris Evans,Labour (Co-op),alternative-lending
David Mowat,Conservative,aluminium-industry
Baroness Gardner of Parkes,Conservative,aluminium-industry
Mr Adrian Bailey,Labour (Co-op),aluminium-industry
Lord Brookman,Labour,aluminium-industry
Lord Davies of Coity,Labour,aluminium-industry
Mr Peter Bone,Conservative,american-football.
Chris Stephens,Scottish National Party,american-football.
Jon Cruddas,Labour,american-football.
Jason McCartney,Conservative,american-football.
Rebecca Pow,Conservative,ancient-woodland-and-veteran-trees
John Mc Nally,Scottish National Party,ancient-woodland-and-veteran-trees
Mims Davies,Conservative,ancient-woodland-and-veteran-trees
Michael Fabricant,Conservative,ancient-woodland-and-veteran-trees
Mrs Cheryl Gillan,Conservative,ancient-woodland-and-veteran-trees
Angela Smith,Labour,ancient-woodland-and-veteran-trees
Mr Charles Walker,Conservative,angling
Owen Smith,Labour,angling
Jon Cruddas,Labour,angling
Baroness Golding,Labour,angling
Henry Smith,Conservative,animal-welfare
Rebecca Pow,Conservative,animal-welfare
Angela Smith,Labour,animal-welfare
Jim Fitzpatrick,Labour,animal-welfare
Lord Trees,Crossbench,animal-welfare
Caroline Lucas,Green Party,animal-welfare
Robert Flello,Labour,animal-welfare
Andrea Jenkyns,Conservative,animal-welfare
Mrs Sheryll Murray,Conservative,animal-welfare
Kerry McCarthy,Labour,animal-welfare
Julian Sturdy,Conservative,antibiotics
Countess of Mar,Crossbench,antibiotics
Sir Kevin Barron,Labour,antibiotics
Baroness Masham of Ilton,Crossbench,antibiotics
Norman Lamb,Liberal Democrat,anti-epileptic-drugs-in-pregnancy
